path,bytes,sha256
config/v2_completion/phase21_reproducibility_spec.json,2113,afa9f02817250683ae855d5d295dcf0a9815ec0c9f1a34ffbcce252ff69b6564
config/v2_completion/phase22_thesis_evidence_pack_spec.json,2486,840a2de946ee2693285779181ed399155d2fb90c82cca482d2d33337d9f7215c
config/v2_completion/phase23_final_freeze_spec.json,896,d01aa81453ccff4e6fde3e4c90cd1b07b598eda546a352d0e008aa4e0f495abd
config/v70/phase1_evidence_recovery_spec.json,1784,d9b4b94f8bd11290bc30cff81f7839f383e88bcc7b27125165789ad9ac1bc7c3
config/v70/phase2_settlement_error_spec.json,1684,f4dafa7dd1ae88a39f7d9bce7b75461cf2c71faca6e9aef310af5d4fd6d787eb
config/v70/phase3_information_arrival_spec.json,3106,3957032e5a4e9d80dd9d91db7b57a9ada14324e19f4db153d4b79e85f174a34d
config/v70/phase4_forecast_attribution_spec.json,3705,bfc337a9618bffdfc4e3a5b7d9397779c7692b38eefd6cc230f64aa43d206a2e
config/v70/phase5_calibration_misspecification_spec.json,3964,1dc9a2d467085eeb4e2d88482cc832fa9aad655396e1500269a749f24f062dae
config/v70/phase6_market_information_spec.json,4219,d1c292e57b6f3e3261ae998a834d49b068032ea94a5f79269569bc32512ba73f
config/v70/phase7_trading_sensitivity_spec.json,3242,3d4bf68702797045541e293dc5d741e0e28ed239d28ad6a41f039716228edb71
config/v70/phase8_empirical_synthesis_spec.json,5863,4bb67617a98fe0a49df43784dde5f0f8e4cbb7fc142119782340aa9b12532f7f
config/v70/phase9_exploratory_trading_spec.json,4172,8230a5da905d7e8e129964d6e017941c115354e0dabb0b7b24402196fb9f9008
data/processed/final_pipeline/README.md,132,49b44968e1a947e1b0e0ee862d48615c1874116beddd0263ecd9b07517171934
data/processed/final_pipeline/ecmwf_deterministic_forecasts 2.csv,1540405,450a1e7235cfb5f1813bb53fe255e3bb23893787d26b0a2e5943da97964718bf
data/processed/final_pipeline/ecmwf_deterministic_forecasts.csv,1645514,44ace7654ccef6ae44b6f0dcbf7c3510b09e32526b5cc2bcea5ccdc053b4e539
data/processed/final_pipeline/ecmwf_request_plan 2.csv,14794142,e49029781162cb6fafc2ad7788dfa9d7c7949896b59e4cb9f8e77cdcb32880a4
data/processed/final_pipeline/ecmwf_request_plan.csv,1051129,8a480d9aca9f4a73018c0e15aa57eebe0d392ddcbbd34844b08dbc5e4b7417b8
data/processed/final_pipeline/hko_daily_max_temperature.csv,146918,a804917e9db4a5ce148909dc56fb9124fcf8bc964fa15fb7f407ea03df51bc06
data/processed/final_pipeline/market/convex_pool_development_grid.csv,47137,b971cd4165cc74c395d0fb93b9f5249a550c62542e1a779da5a540dc2b47449e
data/processed/final_pipeline/market/exact_common_book_metrics.csv,294262,08692b29fab346386a8f2a1935608abe2628d2692a94214319e1c058e321e156
data/processed/final_pipeline/market/exact_common_date_losses.csv,39327,90501fc055228e63bf32c05b8b24b27fde35fc2f70f92559c6e99a3f3e103868
data/processed/final_pipeline/market/exact_common_event_panel.csv.gz,687312,16982dae9155daeb86b992016c8cd9afe08d3a430b5284d3f87b6efc2375a609
data/processed/final_pipeline/market/polymarket_contract_candidates.csv,1187639,d88008800105ef431caf8446f83d4b68704f70050b3d9ed84fbc3f8c08117e09
data/processed/final_pipeline/market/polymarket_contract_targets.csv,1314552,b2585f3c78bd71469ad7dec0d9b99efda64c24f89d198c0df37fa608e434a5b5
data/processed/final_pipeline/market/polymarket_contract_universe.csv,1253263,38927d9f431816535a8074f9882307d917a26e92eb8ace60142ffb81f272e7a2
data/processed/final_pipeline/market/polymarket_decision_snapshots.csv.gz,256712,0d9865a5f0870b973039b4261d0e649a372c0d31e2e7e445cd39f047ec754c43
data/processed/final_pipeline/market/polymarket_price_history.csv.gz,735044,e428b6bf58e3407587ddd1a624eca1b14c1a7490158da4ae820b5ec48a5d6919
data/processed/final_pipeline/market/weather_event_probabilities.csv.gz,511904,6f20b5074d54c85e8818df43642aaa89680b7c8e579d5a4fdc788666d80e9b8b
data/processed/final_pipeline/residual_sample_manifest.csv,847,10f8998ccd6c23acdc9217dc657e6f823fe3acd361cbc1133d69eba4fc1d76c3
data/processed/final_pipeline/residual_samples/external_validation.csv,164731,5be798b27e710cdf31e8b8650bac7fd3ad8d659abf9caa5db669d366e090038d
data/processed/final_pipeline/residual_samples/market_development.csv,281977,4d456ab0203e9a4dee4b9ecb02547b44a2656916bf974950d68d2e34c448bd32
data/processed/final_pipeline/residual_samples/weather_history_training.csv,1809591,c272470226ea5f169d9871bde12c29e1f7beac8306164f26fe3d71a7003f8376
data/processed/final_pipeline/synthesis/external_gp_leave_one_trade_out.csv,886,d16b58d885a372b76630ec471c16476e188fb4ad9925e440919314bac2b4e2ca
data/processed/final_pipeline/synthesis/external_monthly_method_performance.csv,552,924bd12b76b1df78006901bf3c717e702df658a7ff58ce8132e9bb99e5a74114
data/processed/final_pipeline/synthesis/external_threshold_neighbourhood.csv,2822,8dbe04d0dff1e88cd23ccef8d8dda1bcf6779eb428016c154980505f56171bcc
data/processed/final_pipeline/trading/development_selected_contract_candidates.csv,130262,7e7c9c3a415b2fd97c8721f00872c98ace86865ea37ded50933ac8e99af62600
data/processed/final_pipeline/trading/development_threshold_grid.csv,11967,7ddd92fa55dfd2e8c47cedb111f71097c1d90367b0c17fdb240cb48dd8228d0f
data/processed/final_pipeline/trading/fixed_policy_attribution_panel.csv,13316,7f3a9772fc56e980f5479aa572d1bd37326d2f31f924e42830e25c3301b62797
data/processed/final_pipeline/trading/fixed_policy_ledgers.csv,195168,0cab998555d8e6acf3efb3f0ee36ef6918229a4a18c5c99f827364c768f061be
data/processed/final_pipeline/trading/forecast_error_pnl_panel.csv,21949,174856bc6673dabf9ddadfd0ea4c39cafa864202f4e5398f03e92c958d587b37
data/processed/final_pipeline/trading/selected_gp_fixed_contract_mean_shocks.csv.gz,93693,f2cce7a9f2733a3472489377d08761c134c6816f58b225d291a6a215f7485e20
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,86455,668561161abdb239b90479b988b7ada2f7d81dc742d1a03796267b7218acd52c
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,21159,5f8d6cca3319cd8ff02dd2d15a800dc40dbafd8787bea6b86fe4a0993942f94a
data/processed/final_pipeline/weather_models/chronological_validation_date_losses.csv,24438,7c06ed602948b571e7dd7663f01b65e2225e7be3dc948410c059e9955917e0f2
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,406117,f877a90a089d1b9eab08998319f871777cee2db0adc181a0592307db7719af57
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,208110,2429e8a62465c4cb53670bff1c7daf282717dcb373f4243484abe8351c6898a5
data/processed/final_pipeline/weather_residual_panel.csv,2405938,610a6e153959d98fdb33fe1de48bfc196202be8c36a3f732305f997798f796bf
docs/final_pipeline/EXAMINER_README.md,1131,7f728598cc4fa6b39651059f5e4e2f79135a17eaa17ecc382a128418ebb9b567
docs/final_pipeline/FINAL_THESIS_HANDOFF.md,2078,3b8fc68050d9326fe5e67622d38bc2395dc730778aa0884a16fa69090ac9260b
docs/final_pipeline/REPRODUCIBILITY_RUNBOOK.md,1213,a3a9811e1f3814201800825d84119da2fca0bcf698a96d292b85f92b8aceef21
docs/final_pipeline/aug31_refresh_protocol.md,1660,c9f8bdbadfc1cec5e9cc01c15666eef92fd9ca9e8d2828f1ebb423858ffdb9f3
docs/final_pipeline/authoritative_scope.md,1240,43fc231821b7d4f4604f759be639bb37926dd78a14639bed27586967179e1217
docs/final_pipeline/base_selection_audit.txt,1147,c3199fa5aa0688b0654cf91da291282e5a63dc5a3e81f828bab88aa418148bc1
docs/final_pipeline/data_dictionary.md,1309,bf9d9c2feda67fec1988564a40060da983e92af03ae0a57dad48370965d42c4d
docs/final_pipeline/ecmwf_data.md,3783,f8d7336410bb8cf6c4c58fcc2a90d9e17338d5433aea03320050ff7cb358f786
docs/final_pipeline/hko_data.md,2164,72018cc7c10fd7c49503690fc400fee819c78993755e57065ce28e24764b1f62
docs/final_pipeline/march_june_audit_reconciliation.md,3312,61db005dc68855c1610f160a307da3f63a990547178bb76a4cb068a3daceb73a
docs/final_pipeline/market_books.md,8378,4e2b7f03ff302aee580861d85e8e1d3fabf5e88f907a2bbe662293b4ba26aefb
docs/final_pipeline/master_plan_steps_81_90.md,2219,c552e9188b4e3867885d398956ce857bd44c72d874bae70061e67e4bf65e0503
docs/final_pipeline/methodology.md,2279,f1d3d14eac051d896179ab225321ff965d4a2653da2916328df82a29a985fabe
docs/final_pipeline/reproducibility.md,1323,87aa39c73bee2243bf5eb455737e1fda923ccb8304b08d67e2cb49d5bd464ab4
docs/final_pipeline/residual_analysis.md,3183,c88aaad1ff1fb53920a512fbd4a4e5f8c577c842829b8d8a079db0030f496429
docs/final_pipeline/synthesis.md,5018,04e51318a0099097930428d8a163b76bc163da6ab74630f1ce35a7fca570ae6f
docs/final_pipeline/thesis_evidence_handoff.md,3977,b26c0e8da5e0eb2fce77192a053b177ad264466f3ad45f7b8815277cff3d7970
docs/final_pipeline/thesis_reporting_outputs.md,1090,4653fd07f6f57b09a07c33dedd2d35ef7d657957d0808ca209cf7ab1fcd0185f
docs/final_pipeline/trading.md,7497,03a7f1861167795b6a2c6ea6cd44cc2864303efc42499a9b1d54768027e85a47
docs/final_pipeline/weather_models.md,6876,6c4f27af9802cd91db14f04d73640d0dccb3c8369dc21b148eb73117c3080080
environment/final_pipeline/README.md,367,f3ef7849f60afb1c4e635194b98fb351d6318b6d1b80b17d68741877f7dd9272
environment/final_pipeline/git_origin.txt,284,6f454b6cda4ae983f513fdf5d9a407f92d762dda026e283b64a09aeca88edf7c
environment/final_pipeline/git_remotes.txt,179,4b088c79c47dab7b0b2ff164105aaaf140d09133b673ddce4d3c3d90d38ce3d0
environment/final_pipeline/pre_commit_status.txt,161,aa6ad2c35ccd291da88956c99892945e8a0761a40c7c5d4a50a637c43bd362fb
environment/final_pipeline/python_version.txt,59,4fbb274adde99d846eef501c3bc0767c400e2d0adb4dbf80a78c9bc2afd9f5d3
environment/final_pipeline/requirements.snapshot.txt,41766,ec9cf07e73214622f1d4f4de0e843d6cab6705264207e1ddfa2c71e004272e19
environment/final_pipeline/system_snapshot.txt,143,3679c7888a05be5151e6d16f2ee51686e021d983d39e8dcbabfa6be975351963
outputs/final_pipeline/audit/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
outputs/final_pipeline/audit/ecmwf_fetch_inventory.csv,263464,70297d7ebdd5eec098290edfaaec6d5605b5f968d3512f5d13feb8a8d06a3ca9
outputs/final_pipeline/audit/ecmwf_historical_reconciliation.csv,380217,fd3699020f617107d8513436d43c33d482145b3fd2de4a8f3a7081b99d9cb5d1
outputs/final_pipeline/audit/ecmwf_integrity_checks.csv,797,5106a98445756ee34a05bb3cb104199f5819d2e48f1b0018b5901d77baae1e7d
outputs/final_pipeline/audit/ecmwf_method_reconciliation.md,1498,953ad7333cd1f97b0c01015c4b45c164f77b3bef1981ac1c1f28348afa676f1c
outputs/final_pipeline/audit/ecmwf_summary.json,2419,6b9c2d7bc53fc514364318181c8fc1b9bbf8665f31b8ab86355dd9018ef60bb5
outputs/final_pipeline/audit/ecmwf_unsupported_keys.csv,118943,a7905730423449c00d660e0e7b1115554ff17fe13ec39bf991ae6e2aeda3193b
outputs/final_pipeline/audit/gp_predictive_variance_audit.json,647,c17f1e5e999acb5a93bdceac27e1e3755d4f2e443387e61fc8397c6752aeeb9a
outputs/final_pipeline/audit/hko_integrity_checks.csv,432,f289211cdfc2a8c682faab97dd79ce1dc69bccfb2327bc24ac4753b0d2cdb19a
outputs/final_pipeline/audit/hko_overlap_reconciliation.csv,29292,6a545d33f85e915102f2c026d54c737d59a30f60a8d2547c426c2d6adcbc167b
outputs/final_pipeline/audit/hko_provenance.csv,1214,3c3c6997ac4d9b5a8f560c20a8d54e6fef9a12891bb4f65cc8d0e659c21941e8
outputs/final_pipeline/audit/hko_source_overlap.csv,76,d780553a96861a4a49d8abf077d66c0ea9339e8c1998cc6f691c18c8ff875428
outputs/final_pipeline/audit/hko_summary.json,1016,d6598a054a403472c5eab55109b6c09238c4a6b9371040aa5e2c2b3d03f8f97d
outputs/final_pipeline/audit/market_stage_integrity_checks.csv,924,222bcc3c343f8477dbe9f0ccf57a7e1e0373e43d79e3de950748f7b0589e915c
outputs/final_pipeline/audit/market_stage_summary.json,2091,0914d147c58d37afea8aec2c6fc0fe8d048db4241eea12cfe5350a7887515502
outputs/final_pipeline/audit/polymarket_provenance.json,963,e07d35d0e1a5da0e6df873224a3f648cd5b129f16dba7f1687fb83c2356581f7
outputs/final_pipeline/audit/reporting_stage_integrity_checks.csv,665,ed2f734ed8cd703435299413ca66114e1abfe31ffb9944c42e74a2b4d97421a3
outputs/final_pipeline/audit/reporting_stage_summary.json,655,7aa1614a9cfc2bb3b4828960461124cb2485a802d49d90191218e436fd154d97
outputs/final_pipeline/audit/residual_panel_integrity_checks.csv,1202,a50b13f8a6ab878b4b003698b5deedaaf0a0849df60f577a520ad3029bf7ab8c
outputs/final_pipeline/audit/residual_panel_summary.json,2392,ad262a86e039977daaf13b12c97c2d844087e8abab1446f54d788b6490af7881
outputs/final_pipeline/audit/synthesis_stage_integrity_checks.csv,1325,884169ebd8657bda2f11c3854f63e5b407721bda6811f5138253fdda914e9a7e
outputs/final_pipeline/audit/synthesis_stage_summary.json,1199,19b59727f178de3810254dbd67e9ceb81c146f1e92166219b0e4d9734de5a9a8
outputs/final_pipeline/audit/trading_stage_integrity_checks.csv,756,4f299b6608ad75ea693d1cd5479431c73d300ccecac1dc868353eec0702e2d7e
outputs/final_pipeline/audit/trading_stage_summary.json,5176,21bf78cc88531dbfe68c73c91107af86eeacc748a65376e3fbebdf4605330dda
outputs/final_pipeline/audit/weather_models_integrity_checks.csv,1069,704f3c4c1dbbd3d402acc14b54e0685a5adc55bd1a86ac77937c6271d4420f48
outputs/final_pipeline/audit/weather_models_summary.json,2628,02006e9ac2f7f5d7fced9c6085c7b10ddf38e96a6473d56785f0fea04692ea82
outputs/final_pipeline/market/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
outputs/final_pipeline/market/clob_fetch_diagnostics.csv,216907,cda705e70b35bb8fc44d1837efaa1fad5fac91a8fbb2d89dcadf554761c1f794
outputs/final_pipeline/market/contract_book_chronology_audit.csv,559,2d90aa3bf14906fc620ed8976b1a372004cfad7e1d8e2baa032a1bfe5a23ebe9
outputs/final_pipeline/market/contract_date_summary.csv,3395,4a39e2468883908b4019727cc36daaa47073752a000a56bea0f8765a3f618b72
outputs/final_pipeline/market/contract_universe_issues.csv,4807,4d8bfb253a5816a2a4a7f9a0160f5fcf5c4cebcc25cc081293d2e1036cf1b6fc
outputs/final_pipeline/market/convex_pool_selection.json,341,b0cc76dce0a8e6ee3ddb368af2fa659bffa25f27ae4daaeda4aebcd9b0a03666
outputs/final_pipeline/market/exact_support_score_summary.csv,1129,fc54ca8a56bf09072b226357fdd5b88a519f6fa0cff3689bd16633ca5106a3a2
outputs/final_pipeline/market/exact_support_summary.csv,479,061fba6c9a9046a5aa649c6f85c0510b273d067ed15b5db70e204b73ce7012d0
outputs/final_pipeline/market/external_proper_scores.png,60497,c872cb24ee64a4ebfc5ee06bf85dea1b050bec623bf36691b66b70f8bd87fd79
outputs/final_pipeline/market/gamma_fetch_diagnostics.csv,2494,ac7d830afd99a3edc742ebeb31812c278458e9ffe781636b4941328125bfc6fa
outputs/final_pipeline/market/market_book_probability_sum.png,46716,4d8069fda586272674686f1a6147d537cd3b87931e6a7d919fa89bd8ff247ce1
outputs/final_pipeline/market/market_book_summary.csv,75635,d78c0fb0a91cfba51cebc1e5fc508de97ca57779fa6a857f657978aa723dfbd7
outputs/final_pipeline/market/market_only_score_summary.csv,1546,be891119344ece7a30e49174da21872b0ac00b2d34c4c112b4155abfc0abb535
outputs/final_pipeline/market/missing_decision_snapshots.csv,88342,e9c1fec8eae7963039c307291c8bf10862fd494a7b66b153122004ffd0e668b7
outputs/final_pipeline/market/paired_score_bootstrap.csv,4187,0841c400ea15f0eeb636c30d26fc59a7be4e62729609ec4db65dbc30322e1a3f
outputs/final_pipeline/market/total_variation_by_period.png,62864,a31e6e310e4d9273df31128dbd28a60bac1498f116306e94ba4067e4d9799953
outputs/final_pipeline/market/total_variation_summary.csv,574,0a62dcebcbf7a28500e949debd0f2013c4911fe24b843030b3114650d86a0435
outputs/final_pipeline/market/weather_market_disagreement_summary.csv,261,6f6c207c1ff39e703bde589a90a5a6be87d79be1c8a1c1fbe6493ed69219838c
outputs/final_pipeline/market/weather_probability_mass_audit.csv,56525,c2f33376ac6d7196bfe81294ccce7e43e942992592861826312cdafd44892145
outputs/final_pipeline/reporting/authoritative_sample_sizes.csv,710,38d5df5fcb2fb9d097a010a10ba238f66eb5225bde450168fafdcc7df3948623
outputs/final_pipeline/reporting/benchmark_discrepancy_register.csv,149,785aa747a765aa4d785b633ebc304c1fa5b6cac0e78c762bf4f6d464c8ca1933
outputs/final_pipeline/reporting/curated_thesis_figures.csv,1145,a2231835ea066bee19855818753fb9d8e2ff5362f0378ae7a4625bda03227332
outputs/final_pipeline/reporting/development_external_comparison.csv,2026,bf6f5e9ba0338d10f41b314251e7c06038f837b5b36c2f633c01234b15e72d70
outputs/final_pipeline/reporting/final_empirical_output_manifest.csv,25705,90745761315a31def76b151cdc9f6b2b187cfaa4bbd523c613e06ab1fcd234e9
outputs/final_pipeline/reporting/final_thesis_claims_register.csv,7370,788abd33a631440f86f5d1239df809c6b177c489a35170ea885349df00ec5d60
outputs/final_pipeline/reporting/march_june_audit_reconciliation.csv,2320,5ca82088fab59885a00c99c2843b2fbd7b425d04cc76c519b0160c05366ead3c
outputs/final_pipeline/synthesis/bootstrap_interpretation.csv,938,fa13ad8b5bbc33cb6968e46478c909e0a08955aa94754b316c000c8c6bc7ddb7
outputs/final_pipeline/synthesis/cost_robustness_summary.csv,416,7b346831b9c6bc4e3b278f3a71dca2fd0e02af7ef28bcccb5cd8951477f5384b
outputs/final_pipeline/synthesis/cross_stage_attribution.csv,691,dab993a110fff5b667fee471c84b059dc4beab9ebba6363ed71545d351facee2
outputs/final_pipeline/synthesis/cross_stage_static_share.png,59905,2814f5839fa4d2528b9c7cdabb474221f5c09c8ea51786b47e0f9c8ec119bb78
outputs/final_pipeline/synthesis/development_external_stability.csv,1819,ae44efce57010537dbbeef18cdae4cb6de87f9af88575b19351109dcfc182b59
outputs/final_pipeline/synthesis/external_gp_top_winner_removal.csv,271,cc0dcf91b268c539bb03bcbef65bbe89c977c43787c553eaf15116b2f6dab1d5
outputs/final_pipeline/synthesis/external_monthly_pnl.png,58262,a8bc9a7fbfc7dcb06f4e69c396e4cb110dd5d1719f24b05db174d6fcba173620
outputs/final_pipeline/synthesis/external_threshold_neighbourhood.png,79462,b313f90e5d2cd3601d8f949806f8b34f4e8b69b3a615f4d48c907a7b82689d85
outputs/final_pipeline/synthesis/final_result_ledger.csv,5963,ea7e6e84b2e3c87a7ffbe0e1766099cfc7455897f471c0111f437a81ca1d904e
outputs/final_pipeline/synthesis/forecast_risk_synthesis.csv,2248,f4fe78ceb945b8fccbfad26e059297e7228ba0b081666fe6d1ba46d12fa1f88b
outputs/final_pipeline/synthesis/pending_target_status.json,658,d42167067fbe247639c564bac1e55c69f0a88c2937a4449fa4ce156f23b0343a
outputs/final_pipeline/synthesis/reproducibility_manifest.csv,4024,481667fad18a2689fbe0c89f7225d10a5cba85ec46cddf7b736a86809bcf7ff6
outputs/final_pipeline/synthesis/rule_support_robustness.csv,492,37c42cdf8b212f6f71a6bcfb34468b9ca5515f07d526af65cbf9c6e10e51fa8d
outputs/final_pipeline/synthesis/thesis_evidence_register.csv,4749,bebcb3cc8a84b1f80817b85b1a2ea0d48351ef84d7727d18d81280ed0816daf8
outputs/final_pipeline/synthesis/thesis_output_manifest.csv,1773,dcd96aefde5cf63a55d846e3e40d88383d65f027da3f0f515478778bbfa9bd6b
outputs/final_pipeline/thesis/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
outputs/final_pipeline/thesis/figures/chronological_crps_attribution.png,50772,734f61d7d662d75535dce58ab8e0b28f0d35dda8f346bacb750899f70ac1dde6
outputs/final_pipeline/thesis/figures/cross_stage_static_share.png,59905,2814f5839fa4d2528b9c7cdabb474221f5c09c8ea51786b47e0f9c8ec119bb78
outputs/final_pipeline/thesis/figures/external_cumulative_pnl_attribution.png,101498,5061cf8f93d50e13543d364c89df0605b1fd9906a149037fb1f2680f5dc2ed01
outputs/final_pipeline/thesis/figures/external_predictive_mean_stress.png,97649,f761a284afc19381f1d3435c4a0777f80933244b6f426d455c22eff6750b7c24
outputs/final_pipeline/thesis/figures/external_proper_scores.png,60497,c872cb24ee64a4ebfc5ee06bf85dea1b050bec623bf36691b66b70f8bd87fd79
outputs/final_pipeline/thesis/figures/total_variation_by_period.png,62864,a31e6e310e4d9273df31128dbd28a60bac1498f116306e94ba4067e4d9799953
outputs/final_pipeline/thesis/generated/numbers.tex,1605,a1f0dc8b4888f4a53bcfc4e5fd1dd3612d7b7f908a783822e1a6baf77b875d20
outputs/final_pipeline/thesis/tables/cross_stage_attribution.tex,488,e4fe38497d09848c355ffcf547a45910a4d733f98aabb2e78ed65014ddc6c09e
outputs/final_pipeline/thesis/tables/external_proper_scores.tex,378,f5d9495bcbfe58eec1e5eb98f057b9b875a96b4d1d95f8fa8251d88efa17c7be
outputs/final_pipeline/thesis/tables/external_trading_attribution.tex,385,5f53b7ea72ab4ef01f58ecde3ebb8b422f05c6cba34a2b828b1a584d0123ff6a
outputs/final_pipeline/thesis/tables/rule_support_robustness.tex,433,aec0f09af90a7943c20f50b6df90c274ad4ff90597647798f52629c9507bbe20
outputs/final_pipeline/thesis/tables/sample_sizes.tex,504,c6892e2dae1c797a7be74febb94861bd8de21d23a5f92d0a840e34d00fec6f14
