event_date,decision_rule,_join_token,market_slug_market,group_item_title_market,contract_event_type_v2_market,event_set_v2_market,selected_yes_token_id_market,p_market,Y_event_int_market,hko_tmax_C,price_staleness_hours,market_slug_ecmwf,group_item_title_ecmwf,contract_event_type_v2_ecmwf,event_set_v2_ecmwf,selected_yes_token_id_ecmwf,p_ecmwf_proxy,Y_event_int_ecmwf,forecast_hko_daily_max_C,temperature_error_C,abs_temperature_error_C,selected_run_init_utc,decision_cutoff_utc,market_slug,group_item_title,contract_event_type_v2,event_set_v2,selected_yes_token_id,Y_event_int,Y_mismatch,brier_market_common,brier_ecmwf_common,log_market_common,log_ecmwf_common,delta_brier_market_minus_ecmwf,delta_log_market_minus_ecmwf,calibration_ready,n_train_dates,training_start_date,training_end_date,training_last_outcome_available_utc,bias_correction_C,sigma_mle_C,sigma_used_C,corrected_forecast_hko_daily_max_C,corrected_temperature_error_C,event_lower_C,event_upper_C,p_ecmwf_raw,p_ecmwf_bias_fixed_sigma,p_ecmwf_bias_scale,brier_market,log_market,brier_ecmwf_raw,log_ecmwf_raw,brier_ecmwf_bias_fixed_sigma,log_ecmwf_bias_fixed_sigma,brier_ecmwf_bias_scale,log_ecmwf_bias_scale
2026-04-05,24h_prior,41698514529858891844589742513124336251360409885818830357575227634874978902711,highest-temperature-in-hong-kong-on-april-5-2026-28c,28°C,interior_bin,"[28, 29)",41698514529858891844589742513124336251360409885818830357575227634874978902711,0.045,0,25.7,0.9841666666666666,highest-temperature-in-hong-kong-on-april-5-2026-28c,28°C,interior_bin,"[28, 29)",41698514529858891844589742513124336251360409885818830357575227634874978902711,0.0071152354432029,0,24.4,-1.3000000000000007,1.3000000000000007,2026-04-03T06:00:00+00:00,2026-04-03T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-5-2026-28c,28°C,interior_bin,"[28, 29)",41698514529858891844589742513124336251360409885818830357575227634874978902711,0,False,0.002025,5.0626575412210765e-05,0.0460439385014068,0.0071406694486752,0.0019743734245877,0.0389032690527316,False,9,,,,,,,,,28.0,29.0,0.0071152354432029,,,,,,,,,,
2026-04-05,24h_prior,50409073537335131991936665136273430917848934617334036368110483089585055351802,highest-temperature-in-hong-kong-on-april-5-2026-29corhigher,29°C or higher,upper_tail,"[29, infinity)",50409073537335131991936665136273430917848934617334036368110483089585055351802,0.06,0,25.7,0.9866666666666668,highest-temperature-in-hong-kong-on-april-5-2026-29corhigher,29°C or higher,upper_tail,"[29, infinity)",50409073537335131991936665136273430917848934617334036368110483089585055351802,0.0010823004813931,0,24.4,-1.3000000000000007,1.3000000000000007,2026-04-03T06:00:00+00:00,2026-04-03T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-5-2026-29corhigher,29°C or higher,upper_tail,"[29, infinity)",50409073537335131991936665136273430917848934617334036368110483089585055351802,0,False,0.0036,1.1713743320237362e-06,0.0618754037180875,0.0010828865914954,0.0035988286256679,0.060792517126592,False,9,,,,,,,,,29.0,inf,0.0010823004813931,,,,,,,,,,
2026-05-31,24h_prior,36477279287652456241976945601778424435208734880871384495935229044707447400591,highest-temperature-in-hong-kong-on-may-31-2026-27c,27°C,interior_bin,"[27, 28)",36477279287652456241976945601778424435208734880871384495935229044707447400591,0.0055,0,30.9,0.9983333333333332,highest-temperature-in-hong-kong-on-may-31-2026-27c,27°C,interior_bin,"[27, 28)",36477279287652456241976945601778424435208734880871384495935229044707447400591,0.0547846815912408,0,30.2,-0.6999999999999993,0.6999999999999993,2026-05-29T06:00:00+00:00,2026-05-29T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-31-2026-27c,27°C,interior_bin,"[27, 28)",36477279287652456241976945601778424435208734880871384495935229044707447400591,0,False,3.025e-05,0.0030013613370536,0.0055151806881101,0.0563425272743023,-0.0029711113370536,-0.0508273465861922,True,63,2026-03-16,2026-05-28,2026-05-29 16:00:00+00:00,1.7968253968253969,1.1274311655288738,1.1274311655288738,31.996825396825397,1.0968253968253983,27.0,28.0,0.0547846815912408,0.0034222312719724424,0.00019158525708606877,3.0249999999999997e-05,0.005515180688110111,0.0030013613370536386,0.05634252727430238,1.1711666878866121e-05,0.0034281004998077454,3.6704910732735064e-08,0.00019160361188581192
2026-04-05,24h_prior,57239072134856851649312401014770653867154061343716744536278881907453273749371,highest-temperature-in-hong-kong-on-april-5-2026-20c,20°C,interior_bin,"[20, 21)",57239072134856851649312401014770653867154061343716744536278881907453273749371,0.003,0,25.7,1.9841666666666664,highest-temperature-in-hong-kong-on-april-5-2026-20c,20°C,interior_bin,"[20, 21)",57239072134856851649312401014770653867154061343716744536278881907453273749371,0.0100285798530851,0,24.4,-1.3000000000000007,1.3000000000000007,2026-04-03T06:00:00+00:00,2026-04-03T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-5-2026-20c,20°C,interior_bin,"[20, 21)",57239072134856851649312401014770653867154061343716744536278881907453273749371,0,False,9e-06,0.0001005724138697,0.0030045090202987,0.0100792048086755,-9.157241386970436e-05,-0.0070746957883768,False,9,,,,,,,,,20.0,21.0,0.0100285798530851,,,,,,,,,,
2026-04-06,24h_prior,33933611503720263839516233544720391602177918424273546465766104513169544729016,highest-temperature-in-hong-kong-on-april-6-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",33933611503720263839516233544720391602177918424273546465766104513169544729016,0.0015,0,28.1,1.998055555555556,highest-temperature-in-hong-kong-on-april-6-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",33933611503720263839516233544720391602177918424273546465766104513169544729016,0.0001228663899651,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",33933611503720263839516233544720391602177918424273546465766104513169544729016,0,False,2.25e-06,1.5096149783056025e-08,0.001501126126267,0.0001228739386582,2.234903850216944e-06,0.0013782521876088,False,10,,,,,,,,,-inf,21.0,0.0001228663899651,,,,,,,,,,
2026-04-06,24h_prior,99424131690512568330796705666391535224298691842851918480982668466809604378574,highest-temperature-in-hong-kong-on-april-6-2026-22c,22°C,interior_bin,"[22, 23)",99424131690512568330796705666391535224298691842851918480982668466809604378574,0.0135,0,28.1,7.983611111111111,highest-temperature-in-hong-kong-on-april-6-2026-22c,22°C,interior_bin,"[22, 23)",99424131690512568330796705666391535224298691842851918480982668466809604378574,0.0084654305970152,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-22c,22°C,interior_bin,"[22, 23)",99424131690512568330796705666391535224298691842851918480982668466809604378574,0,False,0.0001822499999999,7.166351519288114e-05,0.0135919535194669,0.0085014658681214,0.0001105864848071,0.0050904876513454,False,10,,,,,,,,,22.0,23.0,0.0084654305970152,,,,,,,,,,
2026-04-06,24h_prior,95695866516635890736433149193468233322485504056511067561067060366927144049494,highest-temperature-in-hong-kong-on-april-6-2026-23c,23°C,interior_bin,"[23, 24)",95695866516635890736433149193468233322485504056511067561067060366927144049494,0.014,0,28.1,1.9969444444444444,highest-temperature-in-hong-kong-on-april-6-2026-23c,23°C,interior_bin,"[23, 24)",95695866516635890736433149193468233322485504056511067561067060366927144049494,0.0379750236441693,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-23c,23°C,interior_bin,"[23, 24)",95695866516635890736433149193468233322485504056511067561067060366927144049494,0,False,0.000196,0.0014421024207752,0.0140989243795016,0.038714865705613,-0.0012461024207752,-0.0246159413261114,False,10,,,,,,,,,23.0,24.0,0.0379750236441693,,,,,,,,,,
2026-05-31,24h_prior,90196004361709283557605839339856035696422699774047476454722745649806763425973,highest-temperature-in-hong-kong-on-may-31-2026-26c,26°C,interior_bin,"[26, 27)",90196004361709283557605839339856035696422699774047476454722745649806763425973,0.0035,0,30.9,0.9977777777777778,highest-temperature-in-hong-kong-on-may-31-2026-26c,26°C,interior_bin,"[26, 27)",90196004361709283557605839339856035696422699774047476454722745649806763425973,0.0138935654923173,0,30.2,-0.6999999999999993,0.6999999999999993,2026-05-29T06:00:00+00:00,2026-05-29T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-31-2026-26c,26°C,interior_bin,"[26, 27)",90196004361709283557605839339856035696422699774047476454722745649806763425973,0,False,1.225e-05,0.0001930311620893,0.0035061393292875,0.0139909844570678,-0.0001807811620893,-0.0104848451277802,True,63,2026-03-16,2026-05-28,2026-05-29 16:00:00+00:00,1.7968253968253969,1.1274311655288738,1.1274311655288738,31.996825396825397,1.0968253968253983,26.0,27.0,0.0138935654923173,0.0004003802714430682,4.615016818032558e-06,1.2250000000000001e-05,0.00350613932928759,0.00019303116208931005,0.013990984457067824,1.6030436176082497e-07,0.00040046044502460966,2.1298380230723354e-11,4.615027467255438e-06
2026-04-06,24h_prior,101278181446702086764876495706411648321531196037166235820461929146199404850882,highest-temperature-in-hong-kong-on-april-6-2026-24c,24°C,interior_bin,"[24, 25)",101278181446702086764876495706411648321531196037166235820461929146199404850882,0.02,0,28.1,1.9972222222222225,highest-temperature-in-hong-kong-on-april-6-2026-24c,24°C,interior_bin,"[24, 25)",101278181446702086764876495706411648321531196037166235820461929146199404850882,0.1108649016586423,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-24c,24°C,interior_bin,"[24, 25)",101278181446702086764876495706411648321531196037166235820461929146199404850882,0,False,0.0004,0.0122910264197804,0.0202027073175194,0.1175060883757946,-0.0118910264197804,-0.0973033810582752,False,10,,,,,,,,,24.0,25.0,0.1108649016586423,,,,,,,,,,
2026-04-06,24h_prior,76956330032487539628627307600596603866433041445338532128175772033529497016658,highest-temperature-in-hong-kong-on-april-6-2026-25c,25°C,interior_bin,"[25, 26)",76956330032487539628627307600596603866433041445338532128175772033529497016658,0.0625,0,28.1,0.9872222222222222,highest-temperature-in-hong-kong-on-april-6-2026-25c,25°C,interior_bin,"[25, 26)",76956330032487539628627307600596603866433041445338532128175772033529497016658,0.2107860862503066,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-25c,25°C,interior_bin,"[25, 26)",76956330032487539628627307600596603866433041445338532128175772033529497016658,0,False,0.00390625,0.0444307741567216,0.0645385211375711,0.236717874794341,-0.0405245241567216,-0.1721793536567698,False,10,,,,,,,,,25.0,26.0,0.2107860862503066,,,,,,,,,,
2026-04-06,24h_prior,58804196403277689077621440734443096149407730099808545628570784626832377973056,highest-temperature-in-hong-kong-on-april-6-2026-26c,26°C,interior_bin,"[26, 27)",58804196403277689077621440734443096149407730099808545628570784626832377973056,0.21,0,28.1,7.983611111111111,highest-temperature-in-hong-kong-on-april-6-2026-26c,26°C,interior_bin,"[26, 27)",58804196403277689077621440734443096149407730099808545628570784626832377973056,0.2611173196364726,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-26c,26°C,interior_bin,"[26, 27)",58804196403277689077621440734443096149407730099808545628570784626832377973056,0,False,0.0440999999999999,0.0681822546141358,0.2357223335210698,0.3026161252192849,-0.0240822546141358,-0.066893791698215,False,10,,,,,,,,,26.0,27.0,0.2611173196364726,,,,,,,,,,
2026-04-06,24h_prior,62776658481087562462987229315895833357070304346160060536970088576179743492280,highest-temperature-in-hong-kong-on-april-6-2026-27c,27°C,interior_bin,"[27, 28)",62776658481087562462987229315895833357070304346160060536970088576179743492280,0.33,0,28.1,0.9872222222222222,highest-temperature-in-hong-kong-on-april-6-2026-27c,27°C,interior_bin,"[27, 28)",62776658481087562462987229315895833357070304346160060536970088576179743492280,0.2107860862503066,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-27c,27°C,interior_bin,"[27, 28)",62776658481087562462987229315895833357070304346160060536970088576179743492280,0,False,0.1089,0.0444307741567216,0.4004775665971254,0.236717874794341,0.0644692258432783,0.1637596918027844,False,10,,,,,,,,,27.0,28.0,0.2107860862503066,,,,,,,,,,
2026-05-31,24h_prior,108264837363558088156036420335154949616058322403301374440247027064708090385053,highest-temperature-in-hong-kong-on-may-31-2026-25c,25°C,interior_bin,"[25, 26)",108264837363558088156036420335154949616058322403301374440247027064708090385053,0.0015,0,30.9,0.9977777777777778,highest-temperature-in-hong-kong-on-may-31-2026-25c,25°C,interior_bin,"[25, 26)",108264837363558088156036420335154949616058322403301374440247027064708090385053,0.0022916528648326,0,30.2,-0.6999999999999993,0.6999999999999993,2026-05-29T06:00:00+00:00,2026-05-29T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-31-2026-25c,25°C,interior_bin,"[25, 26)",108264837363558088156036420335154949616058322403301374440247027064708090385053,0,False,2.25e-06,5.251672852895463e-06,0.001501126126267,0.002294282719837,-3.001672852895463e-06,-0.0007931565935699,True,63,2026-03-16,2026-05-28,2026-05-29 16:00:00+00:00,1.7968253968253969,1.1274311655288738,1.1274311655288738,31.996825396825397,1.0968253968253983,25.0,26.0,0.0022916528648326,3.040921884694958e-05,5.18929594850448e-08,2.25e-06,0.0015011261262670914,5.251672852895463e-06,0.002294282719837081,9.247205908816736e-10,3.0409681216674093e-05,2.692879244116501e-15,1.000000500029089e-06
2026-04-06,24h_prior,96796916696571656668827559567186372669981446625310318554955365872889052831839,highest-temperature-in-hong-kong-on-april-6-2026-28c,28°C,interior_bin,"[28, 29)",96796916696571656668827559567186372669981446625310318554955365872889052831839,0.315,1,28.1,7.985833333333333,highest-temperature-in-hong-kong-on-april-6-2026-28c,28°C,interior_bin,"[28, 29)",96796916696571656668827559567186372669981446625310318554955365872889052831839,0.1108649016586423,1,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-28c,28°C,interior_bin,"[28, 29)",96796916696571656668827559567186372669981446625310318554955365872889052831839,1,False,0.469225,0.7905612231024959,1.155182640156504,2.199442921114577,-0.3213362231024958,-1.044260280958073,False,10,,,,,,,,,28.0,29.0,0.1108649016586423,,,,,,,,,,
2026-04-06,24h_prior,83706924749752465624198363378474854123096599590367716338284996214587325440558,highest-temperature-in-hong-kong-on-april-6-2026-29c,29°C,interior_bin,"[29, 30)",83706924749752465624198363378474854123096599590367716338284996214587325440558,0.09,0,28.1,2.983611111111111,highest-temperature-in-hong-kong-on-april-6-2026-29c,29°C,interior_bin,"[29, 30)",83706924749752465624198363378474854123096599590367716338284996214587325440558,0.0379750236441693,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-29c,29°C,interior_bin,"[29, 30)",83706924749752465624198363378474854123096599590367716338284996214587325440558,0,False,0.0081,0.0014421024207752,0.0943106794712412,0.038714865705613,0.0066578975792247,0.0555958137656282,False,10,,,,,,,,,29.0,30.0,0.0379750236441693,,,,,,,,,,
2026-04-06,24h_prior,43382942576271247142441321003283693526286321866069317184823908186687599298419,highest-temperature-in-hong-kong-on-april-6-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",43382942576271247142441321003283693526286321866069317184823908186687599298419,0.095,0,28.1,7.985277777777778,highest-temperature-in-hong-kong-on-april-6-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",43382942576271247142441321003283693526286321866069317184823908186687599298419,0.0098153286286453,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",43382942576271247142441321003283693526286321866069317184823908186687599298419,0,False,0.009025,9.634067608830404e-05,0.0998203352822109,0.0098638165105735,0.0089286593239116,0.0899565187716373,False,10,,,,,,,,,30.0,inf,0.0098153286286453,,,,,,,,,,
