event_date,decision_rule,_join_token,market_slug_market,group_item_title_market,contract_event_type_v2_market,event_set_v2_market,selected_yes_token_id_market,p_market,Y_event_int_market,hko_tmax_C,price_staleness_hours,market_slug_ecmwf,group_item_title_ecmwf,contract_event_type_v2_ecmwf,event_set_v2_ecmwf,selected_yes_token_id_ecmwf,p_ecmwf_proxy,Y_event_int_ecmwf,forecast_hko_daily_max_C,temperature_error_C,abs_temperature_error_C,selected_run_init_utc,decision_cutoff_utc,market_slug,group_item_title,contract_event_type_v2,event_set_v2,selected_yes_token_id,Y_event_int,Y_mismatch,brier_market_common,brier_ecmwf_common,log_market_common,log_ecmwf_common,delta_brier_market_minus_ecmwf,delta_log_market_minus_ecmwf
2026-04-06,24h_prior,101278181446702086764876495706411648321531196037166235820461929146199404850882,highest-temperature-in-hong-kong-on-april-6-2026-24c,24°C,interior_bin,"[24, 25)",101278181446702086764876495706411648321531196037166235820461929146199404850882,0.02,0,28.1,1.9972222222222225,highest-temperature-in-hong-kong-on-april-6-2026-24c,24°C,interior_bin,"[24, 25)",101278181446702086764876495706411648321531196037166235820461929146199404850882,0.1108649016586423,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-24c,24°C,interior_bin,"[24, 25)",101278181446702086764876495706411648321531196037166235820461929146199404850882,0,False,0.0004,0.012291026419780427,0.020202707317519466,0.11750608837579467,-0.011891026419780428,-0.0973033810582752
2026-04-06,24h_prior,76956330032487539628627307600596603866433041445338532128175772033529497016658,highest-temperature-in-hong-kong-on-april-6-2026-25c,25°C,interior_bin,"[25, 26)",76956330032487539628627307600596603866433041445338532128175772033529497016658,0.0625,0,28.1,0.9872222222222222,highest-temperature-in-hong-kong-on-april-6-2026-25c,25°C,interior_bin,"[25, 26)",76956330032487539628627307600596603866433041445338532128175772033529497016658,0.2107860862503066,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-25c,25°C,interior_bin,"[25, 26)",76956330032487539628627307600596603866433041445338532128175772033529497016658,0,False,0.00390625,0.04443077415672169,0.06453852113757118,0.236717874794341,-0.04052452415672169,-0.17217935365676984
2026-04-06,24h_prior,58804196403277689077621440734443096149407730099808545628570784626832377973056,highest-temperature-in-hong-kong-on-april-6-2026-26c,26°C,interior_bin,"[26, 27)",58804196403277689077621440734443096149407730099808545628570784626832377973056,0.21,0,28.1,7.983611111111111,highest-temperature-in-hong-kong-on-april-6-2026-26c,26°C,interior_bin,"[26, 27)",58804196403277689077621440734443096149407730099808545628570784626832377973056,0.2611173196364726,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-26c,26°C,interior_bin,"[26, 27)",58804196403277689077621440734443096149407730099808545628570784626832377973056,0,False,0.04409999999999999,0.06818225461413581,0.23572233352106983,0.3026161252192849,-0.024082254614135816,-0.06689379169821505
2026-04-06,24h_prior,62776658481087562462987229315895833357070304346160060536970088576179743492280,highest-temperature-in-hong-kong-on-april-6-2026-27c,27°C,interior_bin,"[27, 28)",62776658481087562462987229315895833357070304346160060536970088576179743492280,0.33,0,28.1,0.9872222222222222,highest-temperature-in-hong-kong-on-april-6-2026-27c,27°C,interior_bin,"[27, 28)",62776658481087562462987229315895833357070304346160060536970088576179743492280,0.2107860862503066,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-27c,27°C,interior_bin,"[27, 28)",62776658481087562462987229315895833357070304346160060536970088576179743492280,0,False,0.10890000000000001,0.04443077415672169,0.4004775665971254,0.236717874794341,0.06446922584327833,0.1637596918027844
2026-05-31,24h_prior,108264837363558088156036420335154949616058322403301374440247027064708090385053,highest-temperature-in-hong-kong-on-may-31-2026-25c,25°C,interior_bin,"[25, 26)",108264837363558088156036420335154949616058322403301374440247027064708090385053,0.0015,0,30.9,0.9977777777777778,highest-temperature-in-hong-kong-on-may-31-2026-25c,25°C,interior_bin,"[25, 26)",108264837363558088156036420335154949616058322403301374440247027064708090385053,0.0022916528648326,0,30.2,-0.6999999999999993,0.6999999999999993,2026-05-29T06:00:00+00:00,2026-05-29T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-31-2026-25c,25°C,interior_bin,"[25, 26)",108264837363558088156036420335154949616058322403301374440247027064708090385053,0,False,2.25e-06,5.251672852895463e-06,0.0015011261262670914,0.002294282719837081,-3.001672852895463e-06,-0.0007931565935699895
2026-04-06,24h_prior,96796916696571656668827559567186372669981446625310318554955365872889052831839,highest-temperature-in-hong-kong-on-april-6-2026-28c,28°C,interior_bin,"[28, 29)",96796916696571656668827559567186372669981446625310318554955365872889052831839,0.315,1,28.1,7.985833333333333,highest-temperature-in-hong-kong-on-april-6-2026-28c,28°C,interior_bin,"[28, 29)",96796916696571656668827559567186372669981446625310318554955365872889052831839,0.1108649016586423,1,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-28c,28°C,interior_bin,"[28, 29)",96796916696571656668827559567186372669981446625310318554955365872889052831839,1,False,0.46922500000000006,0.7905612231024959,1.155182640156504,2.199442921114577,-0.3213362231024958,-1.044260280958073
2026-04-06,24h_prior,83706924749752465624198363378474854123096599590367716338284996214587325440558,highest-temperature-in-hong-kong-on-april-6-2026-29c,29°C,interior_bin,"[29, 30)",83706924749752465624198363378474854123096599590367716338284996214587325440558,0.09,0,28.1,2.983611111111111,highest-temperature-in-hong-kong-on-april-6-2026-29c,29°C,interior_bin,"[29, 30)",83706924749752465624198363378474854123096599590367716338284996214587325440558,0.0379750236441693,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-29c,29°C,interior_bin,"[29, 30)",83706924749752465624198363378474854123096599590367716338284996214587325440558,0,False,0.0081,0.0014421024207752172,0.09431067947124129,0.03871486570561307,0.006657897579224782,0.05559581376562822
2026-04-06,24h_prior,43382942576271247142441321003283693526286321866069317184823908186687599298419,highest-temperature-in-hong-kong-on-april-6-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",43382942576271247142441321003283693526286321866069317184823908186687599298419,0.095,0,28.1,7.985277777777778,highest-temperature-in-hong-kong-on-april-6-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",43382942576271247142441321003283693526286321866069317184823908186687599298419,0.0098153286286453,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",43382942576271247142441321003283693526286321866069317184823908186687599298419,0,False,0.009025,9.634067608830404e-05,0.0998203352822109,0.009863816510573513,0.008928659323911696,0.08995651877163739
2026-04-07,24h_prior,70232641775292882378091745605473121893306998899719561219140224693289694280040,highest-temperature-in-hong-kong-on-april-7-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",70232641775292882378091745605473121893306998899719561219140224693289694280040,0.006,0,29.2,15.995555555555557,highest-temperature-in-hong-kong-on-april-7-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",70232641775292882378091745605473121893306998899719561219140224693289694280040,1.3345749015902795e-05,0,27.3,-1.8999999999999984,1.8999999999999984,2026-04-05T06:00:00+00:00,2026-04-05T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-7-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",70232641775292882378091745605473121893306998899719561219140224693289694280040,0,False,3.6e-05,1.7810901679547043e-10,0.006018072325563021,1.3345838071203535e-05,3.599982189098321e-05,0.006004726487491818
2026-04-06,24h_prior,109387958593385001719748750756014709698879084186116130540631025696593206881045,highest-temperature-in-hong-kong-on-april-6-2026-21c,21°C,interior_bin,"[21, 22)",109387958593385001719748750756014709698879084186116130540631025696593206881045,0.007,0,28.1,7.985277777777778,highest-temperature-in-hong-kong-on-april-6-2026-21c,21°C,interior_bin,"[21, 22)",109387958593385001719748750756014709698879084186116130540631025696593206881045,0.0012270316416649,0,26.5,-1.6000000000000014,1.6000000000000014,2026-04-04T06:00:00+00:00,2026-04-04T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-6-2026-21c,21°C,interior_bin,"[21, 22)",109387958593385001719748750756014709698879084186116130540631025696593206881045,0,False,4.9000000000000005e-05,1.5056066496468595e-06,0.007024614936964466,0.0012277850613660259,4.749439335035315e-05,0.005796829875598441
2026-04-04,24h_prior,2996870457162447764374213545916038777865761105147153068649138363626173049945,highest-temperature-in-hong-kong-on-april-4-2026-29corhigher,29°C or higher,upper_tail,"[29, infinity)",2996870457162447764374213545916038777865761105147153068649138363626173049945,0.07,0,26.4,3.983611111111111,highest-temperature-in-hong-kong-on-april-4-2026-29corhigher,29°C or higher,upper_tail,"[29, infinity)",2996870457162447764374213545916038777865761105147153068649138363626173049945,0.0056491727555606,0,25.2,-1.1999999999999993,1.1999999999999993,2026-04-02T06:00:00+00:00,2026-04-02T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-4-2026-29corhigher,29°C or higher,upper_tail,"[29, infinity)",2996870457162447764374213545916038777865761105147153068649138363626173049945,0,False,0.004900000000000001,3.1913152822168146e-05,0.0725706928348355,0.005665189682044676,0.004868086847177833,0.06690550315279083
2026-05-31,24h_prior,9887642991423018748865291678971782228510477515110783338596076068007897721067,highest-temperature-in-hong-kong-on-may-31-2026-30c,30°C,interior_bin,"[30, 31)",9887642991423018748865291678971782228510477515110783338596076068007897721067,0.24,1,30.9,0.9977777777777778,highest-temperature-in-hong-kong-on-may-31-2026-30c,30°C,interior_bin,"[30, 31)",9887642991423018748865291678971782228510477515110783338596076068007897721067,0.2561336880197626,1,30.2,-0.6999999999999993,0.6999999999999993,2026-05-29T06:00:00+00:00,2026-05-29T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-31-2026-30c,30°C,interior_bin,"[30, 31)",9887642991423018748865291678971782228510477515110783338596076068007897721067,1,False,0.5776,0.5533370900990798,1.4271163556401458,1.3620557519841754,0.02426290990092017,0.06506060365597044
2026-04-04,24h_prior,56818589220781215536311945582157676263200923645333101773100544924058229071772,highest-temperature-in-hong-kong-on-april-4-2026-28c,28°C,interior_bin,"[28, 29)",56818589220781215536311945582157676263200923645333101773100544924058229071772,0.105,0,26.4,1.986388888888889,highest-temperature-in-hong-kong-on-april-4-2026-28c,28°C,interior_bin,"[28, 29)",56818589220781215536311945582157676263200923645333101773100544924058229071772,0.0253249029511799,0,25.2,-1.1999999999999993,1.1999999999999993,2026-04-02T06:00:00+00:00,2026-04-02T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-4-2026-28c,28°C,interior_bin,"[28, 29)",56818589220781215536311945582157676263200923645333101773100544924058229071772,0,False,0.011024999999999998,0.0006413507094866803,0.11093156070728166,0.025651097315091007,0.010383649290513318,0.08528046339219066
2026-04-03,24h_prior,28367476204779731230478977885638990650669723922677190980567112060305866079651,highest-temperature-in-hong-kong-on-april-3-2026-19corbelow,19°C or below,lower_tail_endpoint,"(-infinity, 20)",28367476204779731230478977885638990650669723922677190980567112060305866079651,0.004,0,27.1,0.9838888888888888,highest-temperature-in-hong-kong-on-april-3-2026-19corbelow,19°C or below,lower_tail_endpoint,"(-infinity, 20)",28367476204779731230478977885638990650669723922677190980567112060305866079651,0.0001591085901575,0,25.4,-1.7000000000000028,1.7000000000000028,2026-04-01T06:00:00+00:00,2026-04-01T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-3-2026-19corbelow,19°C or below,lower_tail_endpoint,"(-infinity, 20)",28367476204779731230478977885638990650669723922677190980567112060305866079651,0,False,1.6e-05,2.5315543461907305e-08,0.004008021397538822,0.0001591212492720842,1.597468445653809e-05,0.0038489001482667376
